sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation
511	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, apt. building, Bohumín, apt. building, Czech Rep.	49.9	18.333333	2009-03-16	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
512	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Poruba, apt. building, Ostrava - Poruba, apt. building, Czech Rep.	49.816667	18.166667	2009-03-14	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
513	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Karviná, apt. building, Karviná, apt. building, Czech Rep.	49.85	18.55	2009-03-20	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
514	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Poruba, apt. building, Ostrava - Poruba, apt. building, Czech Rep.	49.816667	18.183333	2009-04-17	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
515	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Vřesina, Ostrava-city district, family house, Vřesina, Ostrava-city district, family house, Czech Rep.	49.816667	18.116667	2009-04-17	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
516	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, apt. building, Bohumín, apt. building, Czech Rep.	49.9	18.333333	2009-04-30	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
517	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Dubina, apt. building, Ostrava - Dubina, apt. building, Czech Rep.	49.783333	18.25	2009-05-05	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
518	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Havířov - Šumbark, apt. building, Havířov - Šumbark, apt. building, Czech Rep.	49.783333	18.4	2009-05-05	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
519	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, family house, Bohumín, family house, Czech Rep.	49.9	18.333333	2009-05-13	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
520	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Poruba, apt. building, Ostrava - Poruba, apt. building, Czech Rep.	49.833333	18.166667	2009-05-27	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
521	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Poruba, apt. building, Ostrava - Poruba, apt. building, Czech Rep.	49.816667	18.15	2009-05-20	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
522	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Zábřeh, apt. building, Ostrava - Zábřeh, apt. building, Czech Rep.	49.8	18.233333	2009-08-06	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
523	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, apt. building, Bohumín, apt. building, Czech Rep.	49.883333	18.35	2009-08-01	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
524	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Orlová, Karviná district, apt. building, Orlová, Karviná district, apt. building, Czech Rep.	49.85	18.416667	2009-12-01	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
525	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Fifejdy, apt. building, Ostrava - Fifejdy, apt. building, Czech Rep.	49.833333	18.25	2009-02-28	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
526	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, apt. building, Bohumín, apt. building, Czech Rep.	49.883333	18.35	2009-05-02	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
527	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Karviná, apt. building, Karviná, apt. building, Czech Rep.	49.85	18.533333	2009-06-02	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
528	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Ostrava - Hrabůvka, apt. building, Ostrava - Hrabůvka, apt. building, Czech Rep.	49.783333	18.25	2009-09-02	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
529	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, apt. building, Bohumín, apt. building, Czech Rep.	49.9	18.35	2009-02-13	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
530	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Havířov - Šumbark, apt. building, Havířov - Šumbark, apt. building, Czech Rep.	49.783333	18.4	2009-02-20	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
531	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Bohumín, apt. building, Bohumín, apt. building, Czech Rep.	49.9	18.35	2009-02-20	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
601	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Višňové, Znojmo district, school, Višňové, Znojmo district, school, Czech Rep.	48.966667	16.15	2009-01-07	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
602	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Novo město, Kandija, family house, Novo město, Kandija, family house, Slovenia	45.766667	15.266667	2009-05-26	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
603	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague - Kyje, apt. building, Prague - Kyje, apt. building, Czech Rep.	50.1	14.533333	2009-10-11	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
605	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Prague - Libeň, apt. building, Prague - Libeň, apt. building, Czech Rep.	50.1	14.466667	2009-12-15	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
3	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid9606	Homo sapiens								Hnanice, Znojmo district, hunting stand, Hnanice, Znojmo district, hunting stand, Czech Rep.	48.8	15.966667	1998-01-06	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
411	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid109482	Myotis blythii								Martonyi, Borsod-Abaúj-Zemplén County, church, Martonyi, Borsod-Abaúj-Zemplén County, church, Hungary	48.466667	20.766667	2009-09-07	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid98922	Myotis daubentonii														Bogdanowitz W (1994) Myotis daubentonii. Mammal Species 475:1–9
	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid98922	Myotis daubentonii														Wagner E (1967) Wanzen oder Heteropteren II. Cimicomorpha, vol 55. Die Tierwelt Deutschlands und der angrenzenden Meeresteile. Gustav Fischer, Jena
409	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid109480	Myotis emarginatus								Ragály, Borsod-Abaúj-Zemplén County, chapel, Ragály, Borsod-Abaúj-Zemplén County, chapel, Hungary	48.4	20.516667	2009-09-07	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
58	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid109480	Myotis emarginatus								Doubravník, Brno - country district, paper mill, Doubravník, Brno - country district, paper mill, Czech Rep.	49.4	16.366667	2006-07-25	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
38	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid109480	Myotis emarginatus								Brandýs nad Orlicí, attic of apt. building, Brandýs nad Orlicí, attic of apt. building, Czech Rep.	50	16.266667	2006-06-21	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
408	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid109480	Myotis emarginatus								Trizs, Borsod-Abaúj-Zemplén County, church, Trizs, Borsod-Abaúj-Zemplén County, church, Hungary	48.416667	20.483333	2009-08-07	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
132	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid109480	Myotis emarginatus								Vršac, church, Vršac, church, Serbia	45.116667	21.3	2006-07-13	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
133	ITIS:107058	Cimex lectularius							http://purl.obolibrary.org/obo/RO_0002444	parasite of		NCBI:txid109480	Myotis emarginatus								Deliblatská Peščara, Rošiana, church, Deliblatská Peščara, Rošiana, church, Serbia	44.85	21.066667	2006-01-05	10.1007/s00436-012-2862-5	https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00436-012-2862-5&casa_token=Ys3992DCZCkAAAAA:8zsXpYBxa-5fk9onnIMwxIUXRiUEHHi_8F9D-TH4SXG-EBa0BTGxR1W_mPBeJt6D8WttJ6sjDkKzpdPyGw	Balvín, O., Munclinger, P., Kratochvíl, L., & Vilímová, J. (2012). Mitochondrial DNA and morphology show independent evolutionary histories of bedbug Cimex lectularius (Heteroptera: Cimicidae) on bats and humans. Parasitology Research, 111(1), 457-469.
